Scorecard,Team 1,Team 2,Ground,Winner,Host,Day,Month,Year,WinInn
ODI # 1088,Pakistan,Sri Lanka,Singapore,Sri Lanka,,2,Apr,1996,1
ODI # 1089,India,Sri Lanka,Singapore,India,,3,Apr,1996,1
ODI # 1090,West Indies,New Zealand,Georgetown,New Zealand,West Indies,3,Apr,1996,1
ODI # 1091,India,Pakistan,Singapore,Pakistan,,5,Apr,1996,2
ODI # 1092,West Indies,New Zealand,Kingstown,West Indies,West Indies,6,Apr,1996,2
ODI # 1093,Pakistan,Sri Lanka,Singapore,Pakistan,,7,Apr,1996,1
ODI # 1094,India,Pakistan,Sharjah,Pakistan,U.A.E.,12,Apr,1996,1
ODI # 1095,Pakistan,South Africa,Sharjah,South Africa,U.A.E.,13,Apr,1996,1
ODI # 1096,West Indies,Sri Lanka,Port of Spain,Sri Lanka,West Indies,13,Apr,1996,1
ODI # 1097,India,South Africa,Sharjah,South Africa,U.A.E.,14,Apr,1996,1
ODI # 1098,India,Pakistan,Sharjah,India,U.A.E.,15,Apr,1996,1
ODI # 1099,Pakistan,South Africa,Sharjah,South Africa,U.A.E.,16,Apr,1996,2
ODI # 1100,India,South Africa,Sharjah,South Africa,U.A.E.,17,Apr,1996,2
ODI # 1101,India,South Africa,Sharjah,South Africa,U.A.E.,19,Apr,1996,1
ODI # 1103,England,India,Leeds,England,England,25,May,1996,2
ODI # 1104,England,India,Manchester,England,England,26-27,May,1996,2
ODI # 1105,Australia,Zimbabwe,Colombo,Australia,Sri Lanka,26,Aug,1996,1
ODI # 1106,Sri Lanka,India,Colombo,Sri Lanka,Sri Lanka,28,Aug,1996,2
ODI # 1107,England,Pakistan,Manchester,England,England,29,Aug,1996,2
ODI # 1108,Sri Lanka,Australia,Colombo,Sri Lanka,Sri Lanka,30,Aug,1996,2
ODI # 1109,England,Pakistan,Birmingham,England,England,31,Aug,1996,1
ODI # 1110,India,Zimbabwe,Colombo,India,Sri Lanka,1,Sep,1996,2
ODI # 1111,England,Pakistan,Nottingham,Pakistan,England,1,Sep,1996,2
ODI # 1112,Sri Lanka,Zimbabwe,Colombo,Sri Lanka,Sri Lanka,3,Sep,1996,2
ODI # 1113,Australia,India,Colombo,Australia,Sri Lanka,6,Sep,1996,2
ODI # 1114,Sri Lanka,Australia,Colombo,Sri Lanka,Sri Lanka,7,Sep,1996,1
ODI # 1115,India,Pakistan,Toronto,India,Canada,16,Sep,1996,2
ODI # 1116,India,Pakistan,Toronto,Pakistan,Canada,17,Sep,1996,2
ODI # 1117,India,Pakistan,Toronto,India,Canada,18,Sep,1996,1
ODI # 1118,India,Pakistan,Toronto,Pakistan,Canada,21,Sep,1996,1
ODI # 1119,India,Pakistan,Toronto,Pakistan,Canada,23,Sep,1996,1
ODI # 1120,Kenya,Sri Lanka,Nairobi,Sri Lanka,Kenya,28,Sep,1996,2
ODI # 1121,Pakistan,South Africa,Nairobi,South Africa,Kenya,29,Sep,1996,1
ODI # 1122,South Africa,Sri Lanka,Nairobi,Sri Lanka,Kenya,1,Oct,1996,2
ODI # 1123,Kenya,Pakistan,Nairobi,Pakistan,Kenya,2,Oct,1996,2
ODI # 1124,Kenya,South Africa,Nairobi,South Africa,Kenya,3,Oct,1996,1
ODI # 1125,Pakistan,Sri Lanka,Nairobi,Pakistan,Kenya,4,Oct,1996,1
ODI # 1126,Pakistan,South Africa,Nairobi,South Africa,Kenya,6,Oct,1996,2
ODI # 1127,India,South Africa,Hyderabad,South Africa,India,17,Oct,1996,1
ODI # 1128,Australia,South Africa,Indore,South Africa,India,19,Oct,1996,2
ODI # 1129,India,Australia,Bengaluru,India,India,21,Oct,1996,2
ODI # 1130,India,South Africa,Jaipur,South Africa,India,23,Oct,1996,1
ODI # 1131,Australia,South Africa,Faridabad,South Africa,India,25,Oct,1996,2
ODI # 1132,India,South Africa,Rajkot,South Africa,India,29,Oct,1996,2
ODI # 1133,Pakistan,Zimbabwe,Quetta,Pakistan,Pakistan,30,Oct,1996,2
ODI # 1134,Australia,South Africa,Guwahati,South Africa,India,1,Nov,1996,2
ODI # 1135,Pakistan,Zimbabwe,Lahore,Pakistan,Pakistan,1,Nov,1996,2
ODI # 1136,Pakistan,Zimbabwe,Peshawar,Pakistan,Pakistan,3,Nov,1996,1
ODI # 1137,India,Australia,Mohali,India,,3,Nov,1996,1
ODI # 1138,India,South Africa,Mumbai,India,India,6,Nov,1996,1
ODI # 1139,New Zealand,Sri Lanka,Sharjah,New Zealand,U.A.E.,7,Nov,1996,1
ODI # 1140,Pakistan,Sri Lanka,Sharjah,Sri Lanka,U.A.E.,8,Nov,1996,1
ODI # 1141,New Zealand,Pakistan,Sharjah,Pakistan,U.A.E.,10,Nov,1996,2
ODI # 1143,Pakistan,Sri Lanka,Sharjah,Pakistan,U.A.E.,12,Nov,1996,2
ODI # 1144,New Zealand,Pakistan,Sharjah,Pakistan,U.A.E.,13,Nov,1996,2
ODI # 1145,New Zealand,Pakistan,Sharjah,Pakistan,U.A.E.,15,Nov,1996,1
ODI # 1146,Pakistan,New Zealand,Gujranwala,Pakistan,Pakistan,4,Dec,1996,1
ODI # 1147,Australia,West Indies,Melbourne,Australia,Australia,6,Dec,1996,2
ODI # 1148,Pakistan,New Zealand,Sialkot,Pakistan,Pakistan,6,Dec,1996,1
ODI # 1149,Australia,West Indies,Sydney,Australia,Australia,8,Dec,1996,2
ODI # 1150,Pakistan,New Zealand,Karachi,New Zealand,Pakistan,8,Dec,1996,2
ODI # 1151,India,South Africa,Mumbai,India,India,14,Dec,1996,1
ODI # 1152,Australia,Pakistan,Adelaide,Pakistan,Australia,15,Dec,1996,1
ODI # 1153,Zimbabwe,England,Bulawayo,Zimbabwe,Zimbabwe,15,Dec,1996,2
ODI # 1154,Pakistan,West Indies,Adelaide,West Indies,Australia,17,Dec,1996,2
ODI # 1155,Australia,Pakistan,Sydney,Pakistan,Australia,1,Jan,1997,2
ODI # 1156,Zimbabwe,England,Harare,Zimbabwe,Zimbabwe,1,Jan,1997,1
ODI # 1157,Pakistan,West Indies,Brisbane,West Indies,Australia,3,Jan,1997,2
ODI # 1158,Zimbabwe,England,Harare,Zimbabwe,Zimbabwe,3,Jan,1997,1
ODI # 1159,Australia,West Indies,Brisbane,West Indies,Australia,5,Jan,1997,2
ODI # 1160,Australia,Pakistan,Hobart,Pakistan,Australia,7,Jan,1997,1
ODI # 1161,Pakistan,West Indies,Perth,West Indies,Australia,10,Jan,1997,2
ODI # 1162,Australia,West Indies,Perth,West Indies,Australia,12,Jan,1997,2
ODI # 1163,Pakistan,West Indies,Sydney,Pakistan,Australia,14,Jan,1997,2
ODI # 1164,Australia,Pakistan,Melbourne,Australia,Australia,16,Jan,1997,2
ODI # 1165,Pakistan,West Indies,Sydney,Pakistan,Australia,18,Jan,1997,2
ODI # 1166,Pakistan,West Indies,Melbourne,Pakistan,Australia,20,Jan,1997,1
ODI # 1167,South Africa,India,Bloemfontein,South Africa,South Africa,23,Jan,1997,1
ODI # 1168,South Africa,Zimbabwe,Centurion,South Africa,South Africa,25,Jan,1997,2
ODI # 1170,South Africa,Zimbabwe,Cape Town,South Africa,South Africa,29,Jan,1997,2
ODI # 1171,South Africa,Zimbabwe,Johannesburg,South Africa,South Africa,31,Jan,1997,2
ODI # 1172,South Africa,India,Port Elizabeth,South Africa,South Africa,2,Feb,1997,2
ODI # 1173,South Africa,India,East London,South Africa,South Africa,4,Feb,1997,2
ODI # 1174,India,Zimbabwe,Centurion,Zimbabwe,South Africa,7,Feb,1997,2
ODI # 1175,India,Zimbabwe,Benoni,India,South Africa,9,Feb,1997,2
ODI # 1177,South Africa,India,Durban,South Africa,South Africa,13,Feb,1997,1
ODI # 1178,Zimbabwe,India,Bulawayo,Zimbabwe,Zimbabwe,15,Feb,1997,2
ODI # 1179,New Zealand,England,Christchurch,England,New Zealand,20,Feb,1997,2
ODI # 1180,New Zealand,England,Auckland,England,New Zealand,23,Feb,1997,2
ODI # 1182,New Zealand,England,Auckland,New Zealand,New Zealand,2,Mar,1997,1
ODI # 1183,New Zealand,England,Wellington,New Zealand,New Zealand,4,Mar,1997,1
ODI # 1184,New Zealand,Sri Lanka,Christchurch,Sri Lanka,New Zealand,25,Mar,1997,2
ODI # 1185,New Zealand,Sri Lanka,Wellington,New Zealand,New Zealand,27,Mar,1997,1
ODI # 1186,South Africa,Australia,East London,South Africa,South Africa,29,Mar,1997,2
ODI # 1187,South Africa,Australia,Port Elizabeth,Australia,South Africa,31,Mar,1997,2
ODI # 1188,South Africa,Australia,Cape Town,South Africa,South Africa,2,Apr,1997,1
ODI # 1189,Sri Lanka,Zimbabwe,Sharjah,Sri Lanka,U.A.E.,3,Apr,1997,2
ODI # 1190,Pakistan,Sri Lanka,Sharjah,Sri Lanka,U.A.E.,4,Apr,1997,1
ODI # 1191,South Africa,Australia,Durban,Australia,South Africa,5,Apr,1997,1
ODI # 1192,Pakistan,Zimbabwe,Sharjah,Pakistan,U.A.E.,6,Apr,1997,1
ODI # 1193,Pakistan,Sri Lanka,Sharjah,Sri Lanka,U.A.E.,7,Apr,1997,1
ODI # 1194,Sri Lanka,Zimbabwe,Sharjah,Zimbabwe,U.A.E.,8,Apr,1997,1
ODI # 1195,South Africa,Australia,Johannesburg,Australia,South Africa,8,Apr,1997,1
ODI # 1196,Pakistan,Zimbabwe,Sharjah,Pakistan,U.A.E.,9,Apr,1997,1
ODI # 1197,South Africa,Australia,Centurion,Australia,South Africa,10,Apr,1997,2
ODI # 1198,Pakistan,Sri Lanka,Sharjah,Sri Lanka,U.A.E.,11,Apr,1997,2
ODI # 1199,South Africa,Australia,Bloemfontein,South Africa,South Africa,13,Apr,1997,1
ODI # 1200,West Indies,India,Port of Spain,West Indies,West Indies,26,Apr,1997,2
ODI # 1201,West Indies,India,Port of Spain,India,West Indies,27,Apr,1997,2
ODI # 1202,West Indies,India,Kingstown,West Indies,West Indies,30,Apr,1997,1
ODI # 1203,West Indies,India,Bridgetown,West Indies,West Indies,3,May,1997,2
ODI # 1204,New Zealand,Pakistan,Mohali,New Zealand,,9,May,1997,1
ODI # 1205,Pakistan,Sri Lanka,Gwalior,Pakistan,India,12,May,1997,1
ODI # 1206,India,New Zealand,Bengaluru,India,India,14,May,1997,2
ODI # 1207,India,Sri Lanka,Mumbai,Sri Lanka,India,17,May,1997,2
ODI # 1208,New Zealand,Sri Lanka,Hyderabad,Sri Lanka,India,20,May,1997,1
ODI # 1209,India,Pakistan,Chennai,Pakistan,India,21,May,1997,1
ODI # 1210,England,Australia,Leeds,England,England,22,May,1997,2
ODI # 1212,Pakistan,Sri Lanka,Mohali,Sri Lanka,,24,May,1997,1
ODI # 1211,England,Australia,The Oval,England,England,24,May,1997,2
ODI # 1213,England,Australia,Lord's,England,England,25,May,1997,2
ODI # 1214,Pakistan,Sri Lanka,Kolkata,Sri Lanka,India,27,May,1997,1
ODI # 1215,West Indies,Sri Lanka,Port of Spain,West Indies,West Indies,6,Jun,1997,1
ODI # 1216,Sri Lanka,Pakistan,Colombo,Sri Lanka,Sri Lanka,14,Jul,1997,1
ODI # 1217,Bangladesh,Pakistan,Colombo,Pakistan,Sri Lanka,16,Jul,1997,1
ODI # 1218,Sri Lanka,India,Colombo,Sri Lanka,Sri Lanka,18,Jul,1997,2
ODI # 1220,Sri Lanka,Bangladesh,Colombo,Sri Lanka,Sri Lanka,22,Jul,1997,1
ODI # 1221,Bangladesh,India,Colombo,India,Sri Lanka,24,Jul,1997,2
ODI # 1222,Sri Lanka,India,Colombo,Sri Lanka,Sri Lanka,26,Jul,1997,2
ODI # 1223,Sri Lanka,India,Colombo,Sri Lanka,Sri Lanka,17,Aug,1997,1
ODI # 1224,Sri Lanka,India,Colombo,Sri Lanka,Sri Lanka,20,Aug,1997,2
ODI # 1226,Sri Lanka,India,Colombo,Sri Lanka,Sri Lanka,24,Aug,1997,1
ODI # 1227,India,Pakistan,Toronto,India,Canada,13,Sep,1997,1
ODI # 1228,India,Pakistan,Toronto,India,Canada,14,Sep,1997,2
ODI # 1230,India,Pakistan,Toronto,India,Canada,18,Sep,1997,1
ODI # 1231,India,Pakistan,Toronto,India,Canada,20,Sep,1997,2
ODI # 1232,India,Pakistan,Toronto,Pakistan,Canada,21,Sep,1997,2
ODI # 1233,Pakistan,India,Hyderabad,Pakistan,India,28,Sep,1997,2
ODI # 1234,Pakistan,India,Karachi,India,Pakistan,30,Sep,1997,2
ODI # 1236,Pakistan,India,Lahore,Pakistan,Pakistan,2,Oct,1997,2
ODI # 1237,Zimbabwe,New Zealand,Harare,Zimbabwe,Zimbabwe,4,Oct,1997,2
ODI # 1238,Zimbabwe,New Zealand,Harare,New Zealand,Zimbabwe,5,Oct,1997,1
ODI # 1239,Kenya,Bangladesh,Nairobi,Kenya,Kenya,10,Oct,1997,1
ODI # 1240,Bangladesh,Zimbabwe,Nairobi,Zimbabwe,Kenya,11,Oct,1997,1
ODI # 1241,Kenya,Zimbabwe,Nairobi,Zimbabwe,Kenya,12,Oct,1997,2
ODI # 1242,Bangladesh,Zimbabwe,Nairobi,Zimbabwe,Kenya,14,Oct,1997,1
ODI # 1243,Kenya,Bangladesh,Nairobi,Kenya,Kenya,15,Oct,1997,2
ODI # 1244,Kenya,Zimbabwe,Nairobi,Zimbabwe,Kenya,16,Oct,1997,2
ODI # 1245,Kenya,Zimbabwe,Nairobi,Zimbabwe,Kenya,18,Oct,1997,1
ODI # 1246,Kenya,Zimbabwe,Nairobi,Zimbabwe,Kenya,19,Oct,1997,1
ODI # 1247,Sri Lanka,West Indies,Lahore,Sri Lanka,Pakistan,1,Nov,1997,2
ODI # 1248,Pakistan,South Africa,Lahore,South Africa,Pakistan,2,Nov,1997,1
ODI # 1249,South Africa,West Indies,Lahore,South Africa,Pakistan,3,Nov,1997,2
ODI # 1250,Pakistan,West Indies,Lahore,Pakistan,Pakistan,4,Nov,1997,2
ODI # 1251,Pakistan,Sri Lanka,Lahore,Sri Lanka,Pakistan,5,Nov,1997,2
ODI # 1252,South Africa,Sri Lanka,Lahore,South Africa,Pakistan,6,Nov,1997,1
ODI # 1253,South Africa,Sri Lanka,Lahore,South Africa,Pakistan,8,Nov,1997,2
ODI # 1254,Australia,South Africa,Sydney,South Africa,Australia,4,Dec,1997,1
ODI # 1255,New Zealand,South Africa,Adelaide,New Zealand,Australia,6,Dec,1997,1
ODI # 1256,Australia,New Zealand,Adelaide,Australia,Australia,7,Dec,1997,2
ODI # 1257,Australia,South Africa,Melbourne,South Africa,Australia,9,Dec,1997,1
ODI # 1258,New Zealand,South Africa,Hobart,South Africa,Australia,11,Dec,1997,1
ODI # 1259,England,India,Sharjah,England,U.A.E.,11,Dec,1997,1
ODI # 1260,Pakistan,West Indies,Sharjah,West Indies,U.A.E.,12,Dec,1997,1
ODI # 1261,England,West Indies,Sharjah,England,U.A.E.,13,Dec,1997,2
ODI # 1262,India,Pakistan,Sharjah,Pakistan,U.A.E.,14,Dec,1997,2
ODI # 1263,England,Pakistan,Sharjah,England,U.A.E.,15,Dec,1997,1
ODI # 1264,India,West Indies,Sharjah,West Indies,U.A.E.,16,Dec,1997,1
ODI # 1265,Australia,New Zealand,Melbourne,Australia,Australia,17,Dec,1997,2
ODI # 1266,England,West Indies,Sharjah,England,U.A.E.,19,Dec,1997,2
ODI # 1267,India,Sri Lanka,Guwahati,India,India,22,Dec,1997,2
ODI # 1269,India,Sri Lanka,Margao,Sri Lanka,India,28,Dec,1997,2
ODI # 1270,New Zealand,South Africa,Brisbane,South Africa,Australia,9,Jan,1998,1
ODI # 1271,Bangladesh,India,Dhaka,India,Bangladesh,10,Jan,1998,2
ODI # 1273,India,Pakistan,Dhaka,India,Bangladesh,11,Jan,1998,1
ODI # 1272,Australia,South Africa,Brisbane,South Africa,Australia,11,Jan,1998,2
ODI # 1274,Bangladesh,Pakistan,Dhaka,Pakistan,Bangladesh,12,Jan,1998,2
ODI # 1276,India,Pakistan,Dhaka,India,Bangladesh,14,Jan,1998,2
ODI # 1275,Australia,New Zealand,Sydney,Australia,Australia,14,Jan,1998,1
ODI # 1277,India,Pakistan,Dhaka,Pakistan,Bangladesh,16,Jan,1998,2
ODI # 1278,New Zealand,South Africa,Perth,South Africa,Australia,16,Jan,1998,1
ODI # 1279,India,Pakistan,Dhaka,India,Bangladesh,18,Jan,1998,2
ODI # 1280,Australia,South Africa,Perth,South Africa,Australia,18,Jan,1998,2
ODI # 1281,Australia,New Zealand,Melbourne,New Zealand,Australia,21,Jan,1998,2
ODI # 1282,Sri Lanka,Zimbabwe,Colombo,Sri Lanka,Sri Lanka,22,Jan,1998,2
ODI # 1283,Australia,South Africa,Melbourne,South Africa,Australia,23,Jan,1998,1
ODI # 1284,Sri Lanka,Zimbabwe,Colombo,Sri Lanka,Sri Lanka,24,Jan,1998,2
ODI # 1285,Australia,South Africa,Sydney,Australia,Australia,26,Jan,1998,2
ODI # 1286,Sri Lanka,Zimbabwe,Colombo,Sri Lanka,Sri Lanka,26,Jan,1998,2
ODI # 1287,Australia,South Africa,Sydney,Australia,Australia,27,Jan,1998,1
ODI # 1288,New Zealand,Zimbabwe,Hamilton,New Zealand,New Zealand,4,Feb,1998,1
ODI # 1289,New Zealand,Zimbabwe,Wellington,New Zealand,New Zealand,6,Feb,1998,2
ODI # 1290,New Zealand,Australia,Christchurch,Australia,New Zealand,8,Feb,1998,2
ODI # 1291,New Zealand,Australia,Wellington,Australia,New Zealand,10,Feb,1998,1
ODI # 1292,New Zealand,Australia,Napier,New Zealand,New Zealand,12,Feb,1998,2
ODI # 1293,New Zealand,Australia,Auckland,New Zealand,New Zealand,14,Feb,1998,1
ODI # 1294,New Zealand,Zimbabwe,Christchurch,Zimbabwe,New Zealand,4,Mar,1998,1
ODI # 1295,New Zealand,Zimbabwe,Napier,New Zealand,New Zealand,6,Mar,1998,2
ODI # 1296,New Zealand,Zimbabwe,Auckland,New Zealand,New Zealand,8,Mar,1998,1
ODI # 1297,Zimbabwe,Pakistan,Harare,Pakistan,Zimbabwe,28,Mar,1998,2
ODI # 1298,Zimbabwe,Pakistan,Harare,Pakistan,Zimbabwe,29,Mar,1998,2
ODI # 1299,West Indies,England,Bridgetown,England,West Indies,29,Mar,1998,1
ODI # 1300,India,Australia,Kochi,India,India,1,Apr,1998,1
ODI # 1301,West Indies,England,Bridgetown,West Indies,West Indies,1,Apr,1998,2
ODI # 1302,Australia,Zimbabwe,Ahmedabad,Australia,India,3,Apr,1998,1
ODI # 1303,South Africa,Pakistan,Durban,South Africa,South Africa,3,Apr,1998,1
ODI # 1304,West Indies,England,Kingstown,West Indies,West Indies,4,Apr,1998,2
ODI # 1305,India,Zimbabwe,Vadodara,India,India,5,Apr,1998,1
ODI # 1306,South Africa,Sri Lanka,Johannesburg,South Africa,South Africa,5,Apr,1998,1
ODI # 1307,West Indies,England,Kingstown,West Indies,West Indies,5,Apr,1998,2
ODI # 1308,India,Australia,Kanpur,India,India,7,Apr,1998,2
ODI # 1309,Pakistan,Sri Lanka,Kimberley,Pakistan,South Africa,7,Apr,1998,2
ODI # 1310,West Indies,England,Port of Spain,West Indies,West Indies,8,Apr,1998,1
ODI # 1311,India,Zimbabwe,Cuttack,India,India,9,Apr,1998,1
ODI # 1312,Pakistan,Sri Lanka,Paarl,Pakistan,South Africa,9,Apr,1998,1
ODI # 1313,Australia,Zimbabwe,Delhi,Australia,India,11,Apr,1998,1
ODI # 1314,South Africa,Pakistan,East London,South Africa,South Africa,11,Apr,1998,2
ODI # 1315,South Africa,Sri Lanka,Port Elizabeth,Sri Lanka,South Africa,13,Apr,1998,2
ODI # 1316,India,Australia,Delhi,Australia,India,14,Apr,1998,2
ODI # 1317,Pakistan,Sri Lanka,Benoni,Sri Lanka,South Africa,15,Apr,1998,1
ODI # 1318,South Africa,Pakistan,Centurion,South Africa,South Africa,17,Apr,1998,2
ODI # 1319,India,New Zealand,Sharjah,India,U.A.E.,17,Apr,1998,1
ODI # 1320,Australia,New Zealand,Sharjah,Australia,U.A.E.,18,Apr,1998,2
ODI # 1321,South Africa,Sri Lanka,Bloemfontein,South Africa,South Africa,19,Apr,1998,2
ODI # 1322,Australia,India,Sharjah,Australia,U.A.E.,19,Apr,1998,1
ODI # 1323,India,New Zealand,Sharjah,New Zealand,U.A.E.,20,Apr,1998,2
ODI # 1324,Australia,New Zealand,Sharjah,Australia,U.A.E.,21,Apr,1998,2
ODI # 1325,Australia,India,Sharjah,Australia,U.A.E.,22,Apr,1998,1
ODI # 1326,South Africa,Pakistan,Cape Town,South Africa,South Africa,23,Apr,1998,2
ODI # 1327,Australia,India,Sharjah,India,U.A.E.,24,Apr,1998,2
ODI # 1328,India,Bangladesh,Mohali,India,,14,May,1998,2
ODI # 1329,Bangladesh,Kenya,Hyderabad,Bangladesh,India,17,May,1998,2
ODI # 1330,India,Kenya,Bengaluru,India,India,20,May,1998,2
ODI # 1331,England,South Africa,The Oval,South Africa,England,21,May,1998,2
ODI # 1333,Bangladesh,Kenya,Chennai,Kenya,India,23,May,1998,1
ODI # 1332,England,South Africa,Manchester,South Africa,England,23,May,1998,1
ODI # 1334,England,South Africa,Leeds,England,England,24,May,1998,2
ODI # 1335,India,Bangladesh,Mumbai,India,India,25,May,1998,2
ODI # 1336,India,Kenya,Gwalior,Kenya,India,28,May,1998,1
ODI # 1337,India,Kenya,Kolkata,India,India,31,May,1998,2
ODI # 1338,Sri Lanka,India,Colombo,India,Sri Lanka,19,Jun,1998,2
ODI # 1339,Sri Lanka,New Zealand,Colombo,Sri Lanka,Sri Lanka,21,Jun,1998,2
ODI # 1341,Sri Lanka,India,Colombo,Sri Lanka,Sri Lanka,1,Jul,1998,1
ODI # 1343,Sri Lanka,New Zealand,Colombo,Sri Lanka,Sri Lanka,5,Jul,1998,1
ODI # 1344,Sri Lanka,India,Colombo,India,Sri Lanka,7,Jul,1998,1
ODI # 1345,South Africa,Sri Lanka,Nottingham,Sri Lanka,England,14,Aug,1998,1
ODI # 1346,England,Sri Lanka,Lord's,England,England,16,Aug,1998,1
ODI # 1347,England,South Africa,Birmingham,South Africa,England,18,Aug,1998,1
ODI # 1348,England,Sri Lanka,Lord's,Sri Lanka,England,20,Aug,1998,2
ODI # 1349,India,Pakistan,Toronto,India,Canada,12,Sep,1998,2
ODI # 1350,India,Pakistan,Toronto,Pakistan,Canada,13,Sep,1998,1
ODI # 1351,India,Pakistan,Toronto,Pakistan,Canada,16,Sep,1998,1
ODI # 1352,India,Pakistan,Toronto,Pakistan,Canada,19,Sep,1998,1
ODI # 1353,India,Pakistan,Toronto,Pakistan,Canada,20,Sep,1998,2
ODI # 1354,Zimbabwe,India,Bulawayo,India,Zimbabwe,26,Sep,1998,2
ODI # 1355,Zimbabwe,India,Bulawayo,India,Zimbabwe,27,Sep,1998,2
ODI # 1356,Zimbabwe,India,Harare,Zimbabwe,Zimbabwe,30,Sep,1998,1
ODI # 1357,New Zealand,Zimbabwe,Dhaka,New Zealand,Bangladesh,24,Oct,1998,2
ODI # 1358,England,South Africa,Dhaka,South Africa,Bangladesh,25,Oct,1998,2
ODI # 1359,New Zealand,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,26,Oct,1998,2
ODI # 1360,Australia,India,Dhaka,India,Bangladesh,28,Oct,1998,1
ODI # 1361,Pakistan,West Indies,Dhaka,West Indies,Bangladesh,29,Oct,1998,1
ODI # 1362,South Africa,Sri Lanka,Dhaka,South Africa,Bangladesh,30,Oct,1998,1
ODI # 1363,India,West Indies,Dhaka,West Indies,Bangladesh,31,Oct,1998,2
ODI # 1364,South Africa,West Indies,Dhaka,South Africa,Bangladesh,1,Nov,1998,2
ODI # 1365,Pakistan,Australia,Karachi,Australia,Pakistan,6,Nov,1998,1
ODI # 1366,India,Sri Lanka,Sharjah,India,U.A.E.,6,Nov,1998,2
ODI # 1367,Sri Lanka,Zimbabwe,Sharjah,Zimbabwe,U.A.E.,7,Nov,1998,2
ODI # 1368,Pakistan,Australia,Peshawar,Australia,Pakistan,8,Nov,1998,2
ODI # 1369,India,Zimbabwe,Sharjah,India,U.A.E.,8,Nov,1998,2
ODI # 1370,India,Sri Lanka,Sharjah,India,U.A.E.,9,Nov,1998,1
ODI # 1371,Pakistan,Australia,Lahore,Australia,Pakistan,10,Nov,1998,2
ODI # 1372,Sri Lanka,Zimbabwe,Sharjah,Zimbabwe,U.A.E.,10,Nov,1998,1
ODI # 1373,India,Zimbabwe,Sharjah,Zimbabwe,U.A.E.,11,Nov,1998,1
ODI # 1374,India,Zimbabwe,Sharjah,India,U.A.E.,13,Nov,1998,2
ODI # 1375,Pakistan,Zimbabwe,Gujranwala,Pakistan,Pakistan,20,Nov,1998,2
ODI # 1376,Pakistan,Zimbabwe,Sheikhupura,Zimbabwe,Pakistan,22,Nov,1998,2
ODI # 1377,Pakistan,Zimbabwe,Rawalpindi,Pakistan,Pakistan,24,Nov,1998,1
ODI # 1378,New Zealand,India,Taupo,New Zealand,New Zealand,9,Jan,1999,2
ODI # 1379,Australia,England,Brisbane,England,Australia,10,Jan,1999,1
ODI # 1380,England,Sri Lanka,Brisbane,England,Australia,11,Jan,1999,2
ODI # 1381,New Zealand,India,Napier,India,New Zealand,12,Jan,1999,2
ODI # 1382,Australia,Sri Lanka,Sydney,Australia,Australia,13,Jan,1999,2
ODI # 1384,Australia,England,Melbourne,Australia,Australia,15,Jan,1999,2
ODI # 1385,New Zealand,India,Auckland,India,New Zealand,16,Jan,1999,2
ODI # 1386,Australia,England,Sydney,England,Australia,17,Jan,1999,1
ODI # 1387,New Zealand,India,Christchurch,New Zealand,New Zealand,19,Jan,1999,1
ODI # 1388,England,Sri Lanka,Melbourne,England,Australia,19,Jan,1999,2
ODI # 1389,Australia,Sri Lanka,Hobart,Sri Lanka,Australia,21,Jan,1999,2
ODI # 1390,South Africa,West Indies,Johannesburg,South Africa,South Africa,22,Jan,1999,2
ODI # 1391,England,Sri Lanka,Adelaide,Sri Lanka,Australia,23,Jan,1999,2
ODI # 1392,Australia,Sri Lanka,Adelaide,Australia,Australia,24,Jan,1999,1
ODI # 1393,South Africa,West Indies,East London,West Indies,South Africa,24,Jan,1999,1
ODI # 1394,Australia,England,Adelaide,Australia,Australia,26,Jan,1999,1
ODI # 1395,South Africa,West Indies,Durban,South Africa,South Africa,27,Jan,1999,1
ODI # 1396,England,Sri Lanka,Perth,England,Australia,29,Jan,1999,1
ODI # 1397,South Africa,West Indies,Port Elizabeth,South Africa,South Africa,30,Jan,1999,1
ODI # 1398,Australia,Sri Lanka,Perth,Australia,Australia,31,Jan,1999,1
ODI # 1399,South Africa,West Indies,Cape Town,South Africa,South Africa,2,Feb,1999,1
ODI # 1400,England,Sri Lanka,Sydney,Sri Lanka,Australia,3,Feb,1999,1
ODI # 1401,Australia,England,Sydney,Australia,Australia,5,Feb,1999,2
ODI # 1402,South Africa,West Indies,Bloemfontein,South Africa,South Africa,5,Feb,1999,1
ODI # 1403,Australia,Sri Lanka,Melbourne,Australia,Australia,7,Feb,1999,1
